"행정구역(시군구)별","연령별","항목","단위","2022.02 월",
"관악구","25세","총인구수[명]","명","12865",
"관악구","25세","남자인구수[명]","명","5897",
"관악구","25세","여자인구수[명]","명","6968",
"관악구","26세","총인구수[명]","명","14128",
"관악구","26세","남자인구수[명]","명","6875",
"관악구","26세","여자인구수[명]","명","7253",
"관악구","27세","총인구수[명]","명","14752",
"관악구","27세","남자인구수[명]","명","7716",
"관악구","27세","여자인구수[명]","명","7036",
"관악구","28세","총인구수[명]","명","14289",
"관악구","28세","남자인구수[명]","명","7602",
"관악구","28세","여자인구수[명]","명","6687",
"관악구","29세","총인구수[명]","명","14093",
"관악구","29세","남자인구수[명]","명","7612",
"관악구","29세","여자인구수[명]","명","6481",
"관악구","30세","총인구수[명]","명","12988",
"관악구","30세","남자인구수[명]","명","7193",
"관악구","30세","여자인구수[명]","명","5795",
"관악구","31세","총인구수[명]","명","10893",
"관악구","31세","남자인구수[명]","명","6088",
"관악구","31세","여자인구수[명]","명","4805",
"관악구","32세","총인구수[명]","명","9762",
"관악구","32세","남자인구수[명]","명","5428",
"관악구","32세","여자인구수[명]","명","4334",
"관악구","33세","총인구수[명]","명","8895",
"관악구","33세","남자인구수[명]","명","4981",
"관악구","33세","여자인구수[명]","명","3914",
"관악구","34세","총인구수[명]","명","7913",
"관악구","34세","남자인구수[명]","명","4462",
"관악구","34세","여자인구수[명]","명","3451",
"관악구","35세","총인구수[명]","명","7368",
"관악구","35세","남자인구수[명]","명","4089",
"관악구","35세","여자인구수[명]","명","3279",
"관악구","36세","총인구수[명]","명","6942",
"관악구","36세","남자인구수[명]","명","3769",
"관악구","36세","여자인구수[명]","명","3173",
"관악구","37세","총인구수[명]","명","6580",
"관악구","37세","남자인구수[명]","명","3652",
"관악구","37세","여자인구수[명]","명","2928",
"관악구","38세","총인구수[명]","명","7008",
"관악구","38세","남자인구수[명]","명","3845",
"관악구","38세","여자인구수[명]","명","3163",
"관악구","39세","총인구수[명]","명","7234",
"관악구","39세","남자인구수[명]","명","3943",
"관악구","39세","여자인구수[명]","명","3291",
"관악구","40세","총인구수[명]","명","7190",
"관악구","40세","남자인구수[명]","명","3955",
"관악구","40세","여자인구수[명]","명","3235",
"관악구","41세","총인구수[명]","명","6948",
"관악구","41세","남자인구수[명]","명","3768",
"관악구","41세","여자인구수[명]","명","3180",
"관악구","42세","총인구수[명]","명","6813",
"관악구","42세","남자인구수[명]","명","3687",
"관악구","42세","여자인구수[명]","명","3126",
"관악구","43세","총인구수[명]","명","5840",
"관악구","43세","남자인구수[명]","명","3110",
"관악구","43세","여자인구수[명]","명","2730",
"관악구","44세","총인구수[명]","명","6014",
"관악구","44세","남자인구수[명]","명","3157",
"관악구","44세","여자인구수[명]","명","2857",
"관악구","45세","총인구수[명]","명","5958",
"관악구","45세","남자인구수[명]","명","3204",
"관악구","45세","여자인구수[명]","명","2754",
"관악구","46세","총인구수[명]","명","6089",
"관악구","46세","남자인구수[명]","명","3229",
"관악구","46세","여자인구수[명]","명","2860",
"관악구","47세","총인구수[명]","명","6550",
"관악구","47세","남자인구수[명]","명","3479",
"관악구","47세","여자인구수[명]","명","3071",
"관악구","48세","총인구수[명]","명","6872",
"관악구","48세","남자인구수[명]","명","3624",
"관악구","48세","여자인구수[명]","명","3248",
"관악구","49세","총인구수[명]","명","7126",
"관악구","49세","남자인구수[명]","명","3781",
"관악구","49세","여자인구수[명]","명","3345",
"관악구","50세","총인구수[명]","명","7301",
"관악구","50세","남자인구수[명]","명","3861",
"관악구","50세","여자인구수[명]","명","3440",
"관악구","51세","총인구수[명]","명","7311",
"관악구","51세","남자인구수[명]","명","3809",
"관악구","51세","여자인구수[명]","명","3502",
"관악구","52세","총인구수[명]","명","6950",
"관악구","52세","남자인구수[명]","명","3598",
"관악구","52세","여자인구수[명]","명","3352",
"관악구","53세","총인구수[명]","명","6964",
"관악구","53세","남자인구수[명]","명","3463",
"관악구","53세","여자인구수[명]","명","3501",
"관악구","54세","총인구수[명]","명","6491",
"관악구","54세","남자인구수[명]","명","3163",
"관악구","54세","여자인구수[명]","명","3328",
"관악구","55세","총인구수[명]","명","6229",
"관악구","55세","남자인구수[명]","명","3190",
"관악구","55세","여자인구수[명]","명","3039",
"관악구","56세","총인구수[명]","명","6408",
"관악구","56세","남자인구수[명]","명","3249",
"관악구","56세","여자인구수[명]","명","3159",
"관악구","57세","총인구수[명]","명","6420",
"관악구","57세","남자인구수[명]","명","3237",
"관악구","57세","여자인구수[명]","명","3183",
"관악구","58세","총인구수[명]","명","6086",
"관악구","58세","남자인구수[명]","명","3049",
"관악구","58세","여자인구수[명]","명","3037",
"관악구","59세","총인구수[명]","명","6665",
"관악구","59세","남자인구수[명]","명","3305",
"관악구","59세","여자인구수[명]","명","3360",
"관악구","60세","총인구수[명]","명","6813",
"관악구","60세","남자인구수[명]","명","3314",
"관악구","60세","여자인구수[명]","명","3499",
"관악구","61세","총인구수[명]","명","7241",
"관악구","61세","남자인구수[명]","명","3395",
"관악구","61세","여자인구수[명]","명","3846",
"관악구","62세","총인구수[명]","명","6891",
"관악구","62세","남자인구수[명]","명","3238",
"관악구","62세","여자인구수[명]","명","3653",
"관악구","63세","총인구수[명]","명","6300",
"관악구","63세","남자인구수[명]","명","3014",
"관악구","63세","여자인구수[명]","명","3286",
"관악구","64세","총인구수[명]","명","6168",
"관악구","64세","남자인구수[명]","명","2858",
"관악구","64세","여자인구수[명]","명","3310",
"관악구","65세","총인구수[명]","명","5660",
"관악구","65세","남자인구수[명]","명","2595",
"관악구","65세","여자인구수[명]","명","3065",
"관악구","66세","총인구수[명]","명","5991",
"관악구","66세","남자인구수[명]","명","2790",
"관악구","66세","여자인구수[명]","명","3201",
"관악구","67세","총인구수[명]","명","5535",
"관악구","67세","남자인구수[명]","명","2500",
"관악구","67세","여자인구수[명]","명","3035",
"관악구","68세","총인구수[명]","명","4611",
"관악구","68세","남자인구수[명]","명","2082",
"관악구","68세","여자인구수[명]","명","2529",
"관악구","69세","총인구수[명]","명","4921",
"관악구","69세","남자인구수[명]","명","2267",
"관악구","69세","여자인구수[명]","명","2654",
"관악구","70세","총인구수[명]","명","4087",
"관악구","70세","남자인구수[명]","명","1895",
"관악구","70세","여자인구수[명]","명","2192",
"관악구","71세","총인구수[명]","명","4144",
"관악구","71세","남자인구수[명]","명","1929",
"관악구","71세","여자인구수[명]","명","2215",
"관악구","72세","총인구수[명]","명","4306",
"관악구","72세","남자인구수[명]","명","1988",
"관악구","72세","여자인구수[명]","명","2318",
"관악구","73세","총인구수[명]","명","4130",
"관악구","73세","남자인구수[명]","명","1848",
"관악구","73세","여자인구수[명]","명","2282",
"관악구","74세","총인구수[명]","명","4071",
"관악구","74세","남자인구수[명]","명","1845",
"관악구","74세","여자인구수[명]","명","2226",
"관악구","75세","총인구수[명]","명","3803",
"관악구","75세","남자인구수[명]","명","1672",
"관악구","75세","여자인구수[명]","명","2131",
"관악구","76세","총인구수[명]","명","2909",
"관악구","76세","남자인구수[명]","명","1317",
"관악구","76세","여자인구수[명]","명","1592",
"관악구","77세","총인구수[명]","명","3062",
"관악구","77세","남자인구수[명]","명","1358",
"관악구","77세","여자인구수[명]","명","1704",
"관악구","78세","총인구수[명]","명","2761",
"관악구","78세","남자인구수[명]","명","1245",
"관악구","78세","여자인구수[명]","명","1516",
"관악구","79세","총인구수[명]","명","3437",
"관악구","79세","남자인구수[명]","명","1615",
"관악구","79세","여자인구수[명]","명","1822",
"관악구","80세","총인구수[명]","명","2892",
"관악구","80세","남자인구수[명]","명","1278",
"관악구","80세","여자인구수[명]","명","1614",
"관악구","81세","총인구수[명]","명","2169",
"관악구","81세","남자인구수[명]","명","987",
"관악구","81세","여자인구수[명]","명","1182",
"관악구","82세","총인구수[명]","명","1994",
"관악구","82세","남자인구수[명]","명","903",
"관악구","82세","여자인구수[명]","명","1091",
"관악구","83세","총인구수[명]","명","1797",
"관악구","83세","남자인구수[명]","명","767",
"관악구","83세","여자인구수[명]","명","1030",
"관악구","84세","총인구수[명]","명","1479",
"관악구","84세","남자인구수[명]","명","622",
"관악구","84세","여자인구수[명]","명","857",
"관악구","85세","총인구수[명]","명","1219",
"관악구","85세","남자인구수[명]","명","481",
"관악구","85세","여자인구수[명]","명","738",
"관악구","86세","총인구수[명]","명","1025",
"관악구","86세","남자인구수[명]","명","404",
"관악구","86세","여자인구수[명]","명","621",
"관악구","87세","총인구수[명]","명","836",
"관악구","87세","남자인구수[명]","명","296",
"관악구","87세","여자인구수[명]","명","540",
"관악구","88세","총인구수[명]","명","656",
"관악구","88세","남자인구수[명]","명","220",
"관악구","88세","여자인구수[명]","명","436",
"관악구","89세","총인구수[명]","명","532",
"관악구","89세","남자인구수[명]","명","182",
"관악구","89세","여자인구수[명]","명","350",
"관악구","90세","총인구수[명]","명","398",
"관악구","90세","남자인구수[명]","명","125",
"관악구","90세","여자인구수[명]","명","273",
"관악구","91세","총인구수[명]","명","338",
"관악구","91세","남자인구수[명]","명","82",
"관악구","91세","여자인구수[명]","명","256",
"관악구","92세","총인구수[명]","명","256",
"관악구","92세","남자인구수[명]","명","67",
"관악구","92세","여자인구수[명]","명","189",
"관악구","93세","총인구수[명]","명","211",
"관악구","93세","남자인구수[명]","명","49",
"관악구","93세","여자인구수[명]","명","162",
"관악구","94세","총인구수[명]","명","170",
"관악구","94세","남자인구수[명]","명","38",
"관악구","94세","여자인구수[명]","명","132",
"관악구","95세","총인구수[명]","명","116",
"관악구","95세","남자인구수[명]","명","17",
"관악구","95세","여자인구수[명]","명","99",
"관악구","96세","총인구수[명]","명","60",
"관악구","96세","남자인구수[명]","명","6",
"관악구","96세","여자인구수[명]","명","54",
"관악구","97세","총인구수[명]","명","52",
"관악구","97세","남자인구수[명]","명","11",
"관악구","97세","여자인구수[명]","명","41",
"관악구","98세","총인구수[명]","명","50",
"관악구","98세","남자인구수[명]","명","8",
"관악구","98세","여자인구수[명]","명","42",
"관악구","99세","총인구수[명]","명","39",
"관악구","99세","남자인구수[명]","명","12",
"관악구","99세","여자인구수[명]","명","27",
"관악구","100세 이상","총인구수[명]","명","69",
"관악구","100세 이상","남자인구수[명]","명","13",
"관악구","100세 이상","여자인구수[명]","명","56",
"서초구","계","총인구수[명]","명","410682",
"서초구","계","남자인구수[명]","명","196211",
"서초구","계","여자인구수[명]","명","214471",
"서초구","0세","총인구수[명]","명","1964",
"서초구","0세","남자인구수[명]","명","1028",
"서초구","0세","여자인구수[명]","명","936",
"서초구","1세","총인구수[명]","명","2078",
"서초구","1세","남자인구수[명]","명","1034",
"서초구","1세","여자인구수[명]","명","1044",
"서초구","2세","총인구수[명]","명","2240",
"서초구","2세","남자인구수[명]","명","1184",
"서초구","2세","여자인구수[명]","명","1056",
"서초구","3세","총인구수[명]","명","2651",
"서초구","3세","남자인구수[명]","명","1398",
"서초구","3세","여자인구수[명]","명","1253",
"서초구","4세","총인구수[명]","명","2812",
"서초구","4세","남자인구수[명]","명","1434",
"서초구","4세","여자인구수[명]","명","1378",
"서초구","5세","총인구수[명]","명","3226",
"서초구","5세","남자인구수[명]","명","1637",
"서초구","5세","여자인구수[명]","명","1589",
"서초구","6세","총인구수[명]","명","3718",
"서초구","6세","남자인구수[명]","명","1871",
"서초구","6세","여자인구수[명]","명","1847",
"서초구","7세","총인구수[명]","명","3925",
"서초구","7세","남자인구수[명]","명","1971",
"서초구","7세","여자인구수[명]","명","1954",
"서초구","8세","총인구수[명]","명","4039",
"서초구","8세","남자인구수[명]","명","2127",
"서초구","8세","여자인구수[명]","명","1912",
"서초구","9세","총인구수[명]","명","4529",
"서초구","9세","남자인구수[명]","명","2303",
"서초구","9세","여자인구수[명]","명","2226",
"서초구","10세","총인구수[명]","명","4424",
"서초구","10세","남자인구수[명]","명","2295",
"서초구","10세","여자인구수[명]","명","2129",
"서초구","11세","총인구수[명]","명","4752",
"서초구","11세","남자인구수[명]","명","2428",
"서초구","11세","여자인구수[명]","명","2324",
"서초구","12세","총인구수[명]","명","4455",
"서초구","12세","남자인구수[명]","명","2239",
"서초구","12세","여자인구수[명]","명","2216",
"서초구","13세","총인구수[명]","명","4666",
"서초구","13세","남자인구수[명]","명","2392",
"서초구","13세","여자인구수[명]","명","2274",
"서초구","14세","총인구수[명]","명","4782",
"서초구","14세","남자인구수[명]","명","2366",
"서초구","14세","여자인구수[명]","명","2416",
"서초구","15세","총인구수[명]","명","4486",
"서초구","15세","남자인구수[명]","명","2302",
"서초구","15세","여자인구수[명]","명","2184",
"서초구","16세","총인구수[명]","명","4048",
"서초구","16세","남자인구수[명]","명","2079",
"서초구","16세","여자인구수[명]","명","1969",
"서초구","17세","총인구수[명]","명","4418",
"서초구","17세","남자인구수[명]","명","2221",
"서초구","17세","여자인구수[명]","명","2197",
"서초구","18세","총인구수[명]","명","4198",
"서초구","18세","남자인구수[명]","명","2155",
"서초구","18세","여자인구수[명]","명","2043",
"서초구","19세","총인구수[명]","명","4152",
"서초구","19세","남자인구수[명]","명","2068",
"서초구","19세","여자인구수[명]","명","2084",
"서초구","20세","총인구수[명]","명","4262",
"서초구","20세","남자인구수[명]","명","2157",
"서초구","20세","여자인구수[명]","명","2105",
"서초구","21세","총인구수[명]","명","4781",
"서초구","21세","남자인구수[명]","명","2364",
"서초구","21세","여자인구수[명]","명","2417",
"서초구","22세","총인구수[명]","명","4653",
"서초구","22세","남자인구수[명]","명","2250",
"서초구","22세","여자인구수[명]","명","2403",
"서초구","23세","총인구수[명]","명","4783",
"서초구","23세","남자인구수[명]","명","2300",
"서초구","23세","여자인구수[명]","명","2483",
"서초구","24세","총인구수[명]","명","4970",
"서초구","24세","남자인구수[명]","명","2383",
"서초구","24세","여자인구수[명]","명","2587",
"서초구","25세","총인구수[명]","명","5229",
"서초구","25세","남자인구수[명]","명","2422",
"서초구","25세","여자인구수[명]","명","2807",
"서초구","26세","총인구수[명]","명","5419",
"서초구","26세","남자인구수[명]","명","2544",
"서초구","26세","여자인구수[명]","명","2875",
"서초구","27세","총인구수[명]","명","5640",
"서초구","27세","남자인구수[명]","명","2678",
"서초구","27세","여자인구수[명]","명","2962",
"서초구","28세","총인구수[명]","명","5703",
"서초구","28세","남자인구수[명]","명","2734",
"서초구","28세","여자인구수[명]","명","2969",
"서초구","29세","총인구수[명]","명","6010",
"서초구","29세","남자인구수[명]","명","2886",
"서초구","29세","여자인구수[명]","명","3124",
"서초구","30세","총인구수[명]","명","6132",
"서초구","30세","남자인구수[명]","명","2877",
"서초구","30세","여자인구수[명]","명","3255",
"서초구","31세","총인구수[명]","명","5578",
"서초구","31세","남자인구수[명]","명","2724",
"서초구","31세","여자인구수[명]","명","2854",
"서초구","32세","총인구수[명]","명","5558",
"서초구","32세","남자인구수[명]","명","2594",
"서초구","32세","여자인구수[명]","명","2964",
"서초구","33세","총인구수[명]","명","5743",
"서초구","33세","남자인구수[명]","명","2598",
"서초구","33세","여자인구수[명]","명","3145",
"서초구","34세","총인구수[명]","명","5494",
"서초구","34세","남자인구수[명]","명","2448",
"서초구","34세","여자인구수[명]","명","3046",
"서초구","35세","총인구수[명]","명","5647",
"서초구","35세","남자인구수[명]","명","2496",
"서초구","35세","여자인구수[명]","명","3151",
"서초구","36세","총인구수[명]","명","5573",
"서초구","36세","남자인구수[명]","명","2545",
"서초구","36세","여자인구수[명]","명","3028",
"서초구","37세","총인구수[명]","명","5629",
"서초구","37세","남자인구수[명]","명","2536",
"서초구","37세","여자인구수[명]","명","3093",
"서초구","38세","총인구수[명]","명","6585",
"서초구","38세","남자인구수[명]","명","2998",
"서초구","38세","여자인구수[명]","명","3587",
"서초구","39세","총인구수[명]","명","6963",
"서초구","39세","남자인구수[명]","명","3223",
"서초구","39세","여자인구수[명]","명","3740",
"서초구","40세","총인구수[명]","명","7427",
"서초구","40세","남자인구수[명]","명","3365",
"서초구","40세","여자인구수[명]","명","4062",
"서초구","41세","총인구수[명]","명","7445",
"서초구","41세","남자인구수[명]","명","3403",
"서초구","41세","여자인구수[명]","명","4042",
"서초구","42세","총인구수[명]","명","7676",
"서초구","42세","남자인구수[명]","명","3510",
"서초구","42세","여자인구수[명]","명","4166",
"서초구","43세","총인구수[명]","명","6864",
"서초구","43세","남자인구수[명]","명","3116",
"서초구","43세","여자인구수[명]","명","3748",
"서초구","44세","총인구수[명]","명","7261",
"서초구","44세","남자인구수[명]","명","3333",
"서초구","44세","여자인구수[명]","명","3928",
"서초구","45세","총인구수[명]","명","7337",
"서초구","45세","남자인구수[명]","명","3422",
"서초구","45세","여자인구수[명]","명","3915",
"서초구","46세","총인구수[명]","명","7307",
"서초구","46세","남자인구수[명]","명","3459",
"서초구","46세","여자인구수[명]","명","3848",
"서초구","47세","총인구수[명]","명","7622",
"서초구","47세","남자인구수[명]","명","3661",
"서초구","47세","여자인구수[명]","명","3961",
"서초구","48세","총인구수[명]","명","8038",
"서초구","48세","남자인구수[명]","명","3866",
"서초구","48세","여자인구수[명]","명","4172",
"서초구","49세","총인구수[명]","명","7870",
"서초구","49세","남자인구수[명]","명","3845",
"서초구","49세","여자인구수[명]","명","4025",
"서초구","50세","총인구수[명]","명","7900",
"서초구","50세","남자인구수[명]","명","3943",
"서초구","50세","여자인구수[명]","명","3957",
"서초구","51세","총인구수[명]","명","7805",
"서초구","51세","남자인구수[명]","명","3864",
"서초구","51세","여자인구수[명]","명","3941",
"서초구","52세","총인구수[명]","명","7242",
"서초구","52세","남자인구수[명]","명","3678",
"서초구","52세","여자인구수[명]","명","3564",
"서초구","53세","총인구수[명]","명","6751",
"서초구","53세","남자인구수[명]","명","3365",
"서초구","53세","여자인구수[명]","명","3386",
"서초구","54세","총인구수[명]","명","6137",
"서초구","54세","남자인구수[명]","명","2984",
"서초구","54세","여자인구수[명]","명","3153",
"서초구","55세","총인구수[명]","명","5334",
"서초구","55세","남자인구수[명]","명","2753",
"서초구","55세","여자인구수[명]","명","2581",
"서초구","56세","총인구수[명]","명","5479",
"서초구","56세","남자인구수[명]","명","2661",
"서초구","56세","여자인구수[명]","명","2818",
"서초구","57세","총인구수[명]","명","5582",
"서초구","57세","남자인구수[명]","명","2769",
"서초구","57세","여자인구수[명]","명","2813",
"서초구","58세","총인구수[명]","명","5169",
"서초구","58세","남자인구수[명]","명","2491",
"서초구","58세","여자인구수[명]","명","2678",
"서초구","59세","총인구수[명]","명","5211",
"서초구","59세","남자인구수[명]","명","2544",
"서초구","59세","여자인구수[명]","명","2667",
"서초구","60세","총인구수[명]","명","5355",
"서초구","60세","남자인구수[명]","명","2515",
"서초구","60세","여자인구수[명]","명","2840",
"서초구","61세","총인구수[명]","명","5447",
"서초구","61세","남자인구수[명]","명","2548",
"서초구","61세","여자인구수[명]","명","2899",
"서초구","62세","총인구수[명]","명","5306",
"서초구","62세","남자인구수[명]","명","2408",
"서초구","62세","여자인구수[명]","명","2898",
"서초구","63세","총인구수[명]","명","5093",
"서초구","63세","남자인구수[명]","명","2408",
"서초구","63세","여자인구수[명]","명","2685",
"서초구","64세","총인구수[명]","명","4988",
"서초구","64세","남자인구수[명]","명","2363",
"서초구","64세","여자인구수[명]","명","2625",
"서초구","65세","총인구수[명]","명","4754",
"서초구","65세","남자인구수[명]","명","2196",
"서초구","65세","여자인구수[명]","명","2558",
"서초구","66세","총인구수[명]","명","4882",
"서초구","66세","남자인구수[명]","명","2217",
"서초구","66세","여자인구수[명]","명","2665",
"서초구","67세","총인구수[명]","명","4398",
"서초구","67세","남자인구수[명]","명","2015",
"서초구","67세","여자인구수[명]","명","2383",
"서초구","68세","총인구수[명]","명","3928",
"서초구","68세","남자인구수[명]","명","1770",
"서초구","68세","여자인구수[명]","명","2158",
"서초구","69세","총인구수[명]","명","3964",
"서초구","69세","남자인구수[명]","명","1786",
"서초구","69세","여자인구수[명]","명","2178",
"서초구","70세","총인구수[명]","명","2906",
"서초구","70세","남자인구수[명]","명","1352",
"서초구","70세","여자인구수[명]","명","1554",
"서초구","71세","총인구수[명]","명","3100",
"서초구","71세","남자인구수[명]","명","1421",
"서초구","71세","여자인구수[명]","명","1679",
"서초구","72세","총인구수[명]","명","3274",
"서초구","72세","남자인구수[명]","명","1492",
"서초구","72세","여자인구수[명]","명","1782",
"서초구","73세","총인구수[명]","명","3157",
"서초구","73세","남자인구수[명]","명","1479",
"서초구","73세","여자인구수[명]","명","1678",
"서초구","74세","총인구수[명]","명","3075",
"서초구","74세","남자인구수[명]","명","1402",
"서초구","74세","여자인구수[명]","명","1673",
"서초구","75세","총인구수[명]","명","2920",
"서초구","75세","남자인구수[명]","명","1335",
"서초구","75세","여자인구수[명]","명","1585",
"서초구","76세","총인구수[명]","명","2220",
"서초구","76세","남자인구수[명]","명","1058",
"서초구","76세","여자인구수[명]","명","1162",
"서초구","77세","총인구수[명]","명","2158",
"서초구","77세","남자인구수[명]","명","1045",
"서초구","77세","여자인구수[명]","명","1113",
"서초구","78세","총인구수[명]","명","1974",
"서초구","78세","남자인구수[명]","명","930",
"서초구","78세","여자인구수[명]","명","1044",
"서초구","79세","총인구수[명]","명","2145",
"서초구","79세","남자인구수[명]","명","1072",
"서초구","79세","여자인구수[명]","명","1073",
"서초구","80세","총인구수[명]","명","1849",
"서초구","80세","남자인구수[명]","명","875",
"서초구","80세","여자인구수[명]","명","974",
"서초구","81세","총인구수[명]","명","1496",
"서초구","81세","남자인구수[명]","명","704",
"서초구","81세","여자인구수[명]","명","792",
"서초구","82세","총인구수[명]","명","1348",
"서초구","82세","남자인구수[명]","명","641",
"서초구","82세","여자인구수[명]","명","707",
"서초구","83세","총인구수[명]","명","1139",
"서초구","83세","남자인구수[명]","명","530",
"서초구","83세","여자인구수[명]","명","609",
"서초구","84세","총인구수[명]","명","1063",
"서초구","84세","남자인구수[명]","명","458",
"서초구","84세","여자인구수[명]","명","605",
"서초구","85세","총인구수[명]","명","930",
"서초구","85세","남자인구수[명]","명","405",
"서초구","85세","여자인구수[명]","명","525",
"서초구","86세","총인구수[명]","명","833",
"서초구","86세","남자인구수[명]","명","336",
"서초구","86세","여자인구수[명]","명","497",
"서초구","87세","총인구수[명]","명","726",
"서초구","87세","남자인구수[명]","명","270",
"서초구","87세","여자인구수[명]","명","456",
"서초구","88세","총인구수[명]","명","542",
"서초구","88세","남자인구수[명]","명","191",
"서초구","88세","여자인구수[명]","명","351",
"서초구","89세","총인구수[명]","명","470",
"서초구","89세","남자인구수[명]","명","167",
"서초구","89세","여자인구수[명]","명","303",
"서초구","90세","총인구수[명]","명","388",
"서초구","90세","남자인구수[명]","명","115",
"서초구","90세","여자인구수[명]","명","273",
"서초구","91세","총인구수[명]","명","297",
"서초구","91세","남자인구수[명]","명","80",
"서초구","91세","여자인구수[명]","명","217",
"서초구","92세","총인구수[명]","명","262",
"서초구","92세","남자인구수[명]","명","86",
"서초구","92세","여자인구수[명]","명","176",
"서초구","93세","총인구수[명]","명","255",
"서초구","93세","남자인구수[명]","명","66",
"서초구","93세","여자인구수[명]","명","189",
"서초구","94세","총인구수[명]","명","177",
"서초구","94세","남자인구수[명]","명","34",
"서초구","94세","여자인구수[명]","명","143",
"서초구","95세","총인구수[명]","명","134",
"서초구","95세","남자인구수[명]","명","39",
"서초구","95세","여자인구수[명]","명","95",
"서초구","96세","총인구수[명]","명","91",
"서초구","96세","남자인구수[명]","명","15",
"서초구","96세","여자인구수[명]","명","76",
"서초구","97세","총인구수[명]","명","68",
"서초구","97세","남자인구수[명]","명","19",
"서초구","97세","여자인구수[명]","명","49",
"서초구","98세","총인구수[명]","명","60",
"서초구","98세","남자인구수[명]","명","15",
"서초구","98세","여자인구수[명]","명","45",
"서초구","99세","총인구수[명]","명","42",
"서초구","99세","남자인구수[명]","명","7",
"서초구","99세","여자인구수[명]","명","35",
"서초구","100세 이상","총인구수[명]","명","96",
"서초구","100세 이상","남자인구수[명]","명","25",
"서초구","100세 이상","여자인구수[명]","명","71",
"강남구","계","총인구수[명]","명","533286",
"강남구","계","남자인구수[명]","명","255159",
"강남구","계","여자인구수[명]","명","278127",
"강남구","0세","총인구수[명]","명","2034",
"강남구","0세","남자인구수[명]","명","1022",
"강남구","0세","여자인구수[명]","명","1012",
"강남구","1세","총인구수[명]","명","2169",
"강남구","1세","남자인구수[명]","명","1108",
"강남구","1세","여자인구수[명]","명","1061",
"강남구","2세","총인구수[명]","명","2366",
"강남구","2세","남자인구수[명]","명","1245",
"강남구","2세","여자인구수[명]","명","1121",
"강남구","3세","총인구수[명]","명","2624",
"강남구","3세","남자인구수[명]","명","1378",
"강남구","3세","여자인구수[명]","명","1246",
"강남구","4세","총인구수[명]","명","2982",
"강남구","4세","남자인구수[명]","명","1526",
"강남구","4세","여자인구수[명]","명","1456",
"강남구","5세","총인구수[명]","명","3529",
"강남구","5세","남자인구수[명]","명","1740",
"강남구","5세","여자인구수[명]","명","1789",
"강남구","6세","총인구수[명]","명","4138",
"강남구","6세","남자인구수[명]","명","2106",
"강남구","6세","여자인구수[명]","명","2032",
"강남구","7세","총인구수[명]","명","4390",
"강남구","7세","남자인구수[명]","명","2284",
"강남구","7세","여자인구수[명]","명","2106",
"강남구","8세","총인구수[명]","명","4833",
"강남구","8세","남자인구수[명]","명","2547",
"강남구","8세","여자인구수[명]","명","2286",
"강남구","9세","총인구수[명]","명","5428",
"강남구","9세","남자인구수[명]","명","2806",
"강남구","9세","여자인구수[명]","명","2622",
"강남구","10세","총인구수[명]","명","5508",
"강남구","10세","남자인구수[명]","명","2890",
"강남구","10세","여자인구수[명]","명","2618",
"강남구","11세","총인구수[명]","명","5933",
"강남구","11세","남자인구수[명]","명","3082",
"강남구","11세","여자인구수[명]","명","2851",
"강남구","12세","총인구수[명]","명","5765",
"강남구","12세","남자인구수[명]","명","2994",
"강남구","12세","여자인구수[명]","명","2771",
"강남구","13세","총인구수[명]","명","6222",
"강남구","13세","남자인구수[명]","명","3271",
"강남구","13세","여자인구수[명]","명","2951",
"강남구","14세","총인구수[명]","명","6637",
"강남구","14세","남자인구수[명]","명","3478",
"강남구","14세","여자인구수[명]","명","3159",
"강남구","15세","총인구수[명]","명","5988",
"강남구","15세","남자인구수[명]","명","3069",
"강남구","15세","여자인구수[명]","명","2919",
"강남구","16세","총인구수[명]","명","5636",
"강남구","16세","남자인구수[명]","명","3005",
"강남구","16세","여자인구수[명]","명","2631",
"강남구","17세","총인구수[명]","명","5979",
"강남구","17세","남자인구수[명]","명","3144",
"강남구","17세","여자인구수[명]","명","2835",
"강남구","18세","총인구수[명]","명","6155",
"강남구","18세","남자인구수[명]","명","3219",
"강남구","18세","여자인구수[명]","명","2936",
"강남구","19세","총인구수[명]","명","5483",
"강남구","19세","남자인구수[명]","명","2790",
"강남구","19세","여자인구수[명]","명","2693",
"강남구","20세","총인구수[명]","명","5475",
"강남구","20세","남자인구수[명]","명","2760",
"강남구","20세","여자인구수[명]","명","2715",
"강남구","21세","총인구수[명]","명","6640",
"강남구","21세","남자인구수[명]","명","3296",
"강남구","21세","여자인구수[명]","명","3344",
"강남구","22세","총인구수[명]","명","6019",
"강남구","22세","남자인구수[명]","명","2982",
"강남구","22세","여자인구수[명]","명","3037",
"강남구","23세","총인구수[명]","명","6431",
"강남구","23세","남자인구수[명]","명","3071",
"강남구","23세","여자인구수[명]","명","3360",
"강남구","24세","총인구수[명]","명","6699",
"강남구","24세","남자인구수[명]","명","2990",
"강남구","24세","여자인구수[명]","명","3709",
"강남구","25세","총인구수[명]","명","7029",
"강남구","25세","남자인구수[명]","명","3164",
"강남구","25세","여자인구수[명]","명","3865",
"강남구","26세","총인구수[명]","명","7415",
"강남구","26세","남자인구수[명]","명","3369",
"강남구","26세","여자인구수[명]","명","4046",
"강남구","27세","총인구수[명]","명","7873",
"강남구","27세","남자인구수[명]","명","3764",
